nr,date,total_1,total_2,truck_1,truck_2,name,land,type,roadid,lat,lng
823,1452006000,588,268,21,19,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452009600,562,276,16,27,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452013200,696,312,8,15,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452016800,580,295,8,18,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452020400,238,228,7,7,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452024000,218,158,6,6,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452027600,132,135,2,7,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452031200,137,104,3,1,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452034800,59,66,2,2,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452038400,50,27,2,4,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452042000,28,15,1,2,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452045600,20,27,3,8,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452049200,9,23,2,10,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452052800,11,30,1,10,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452056400,21,106,5,12,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452063600,276,707,8,30,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452070800,205,525,20,15,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452074400,209,383,16,18,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452078000,237,308,15,17,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452081600,250,288,18,22,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452085200,307,342,13,24,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452088800,396,283,17,23,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452067200,272,913,16,27,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452099600,671,311,15,19,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452096000,589,301,17,21,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452103200,603,326,9,10,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452106800,345,224,9,11,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452114000,164,141,4,5,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452110400,210,174,5,13,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452117600,149,109,2,5,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452124800,77,43,1,6,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452128400,27,18,0,4,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452121200,186,74,3,1,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452132000,11,22,1,5,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452092400,627,267,21,17,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452060000,87,318,9,10,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452135600,10,15,2,8,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452139200,12,28,4,7,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452142800,21,99,6,9,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452146400,104,314,10,9,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452150000,216,678,27,20,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452153600,275,896,17,22,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452157200,217,577,23,27,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452160800,198,371,21,22,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452164400,191,263,17,13,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452168000,232,286,16,20,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452171600,322,300,16,24,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452175200,349,298,22,17,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452178800,488,294,16,26,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452182400,570,280,16,18,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452186000,580,309,9,23,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452189600,514,267,10,12,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452193200,252,268,12,9,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452196800,208,184,6,6,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452200400,189,131,6,6,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452204000,141,120,5,4,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452207600,174,54,2,5,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452211200,73,33,2,2,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452214800,17,22,1,2,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452218400,20,22,2,8,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452222000,16,21,2,10,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452225600,18,31,3,14,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452229200,23,90,4,2,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452232800,89,322,8,15,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452236400,247,661,18,15,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452240000,270,846,16,29,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452243600,200,543,21,23,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452247200,214,332,20,11,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452250800,226,297,18,20,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452254400,237,265,6,11,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452258000,402,292,9,20,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452261600,524,308,17,17,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452265200,595,349,19,20,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452268800,655,321,15,18,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452272400,610,322,11,8,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452276000,514,331,8,7,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452279600,325,282,6,6,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452283200,251,219,5,6,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452286800,210,180,7,2,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452290400,160,150,6,7,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452294000,206,100,3,4,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452297600,104,71,0,3,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452301200,81,46,2,4,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452304800,38,44,2,5,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452308400,26,19,1,5,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452312000,21,27,5,7,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452315600,22,52,2,10,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452319200,41,93,2,7,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452322800,125,66,11,1,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452326400,83,124,5,2,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452330000,101,152,4,11,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452333600,130,220,5,1,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452337200,184,239,4,7,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452344400,298,279,3,4,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452348000,286,302,2,3,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452351600,309,255,3,0,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452355200,257,279,5,3,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452358800,295,264,2,2,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452362400,255,220,0,4,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452366000,284,234,1,4,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452369600,177,160,0,2,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452373200,146,112,2,0,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452376800,92,95,0,0,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452380400,125,68,0,1,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452340800,234,276,0,2,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
183,1451865600,75,62,3,1,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451869200,31,39,1,5,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451872800,29,25,5,3,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451876400,20,25,7,4,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451880000,25,30,5,5,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451883600,217,149,7,8,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451887200,165,444,6,11,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451890800,550,909,22,22,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451894400,657,1251,23,33,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451901600,364,485,24,26,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451905200,346,399,26,24,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451908800,363,390,28,30,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451912400,420,472,17,31,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451916000,561,457,18,31,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451919600,740,450,21,27,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451898000,344,723,21,34,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451926800,917,565,7,18,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451930400,904,497,9,19,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451934000,367,359,2,6,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451937600,341,260,7,15,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451941200,252,216,7,8,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451923200,830,474,18,23,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451944800,178,148,9,7,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451948400,236,98,4,3,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451952000,70,47,2,2,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451959200,31,29,2,8,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451955600,30,28,4,5,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451962800,20,30,4,11,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451966400,18,36,5,10,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451970000,51,129,10,5,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451973600,221,451,9,12,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451988000,348,533,23,29,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451991600,333,416,20,30,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451995200,363,390,22,39,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451998800,538,457,21,28,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451984400,405,814,39,47,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451977200,425,904,26,28,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452006000,782,469,25,29,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452009600,865,509,27,39,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452016800,859,552,15,22,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1451980800,561,1291,33,46,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452020400,402,410,9,13,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452013200,935,598,14,29,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452024000,322,292,8,9,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452002400,524,444,24,33,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452038400,77,57,3,4,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452042000,40,27,1,2,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452045600,32,34,4,7,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452049200,20,30,4,14,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452052800,21,39,3,12,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452056400,207,144,9,12,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452027600,267,232,10,10,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452031200,194,163,4,3,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452034800,264,119,2,7,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452070800,350,770,36,34,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452067200,587,1315,28,45,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452078000,348,430,35,33,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452074400,345,546,28,42,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452081600,372,413,21,32,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452085200,463,543,29,34,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452060000,197,455,11,16,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452063600,394,918,22,48,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452096000,885,553,33,35,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452099600,1079,580,20,26,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452103200,925,587,22,18,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452106800,557,401,12,15,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452110400,327,298,6,19,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452114000,247,256,5,7,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452088800,600,457,27,35,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452092400,859,499,26,34,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452124800,106,73,3,6,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452128400,35,30,0,4,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452135600,23,25,5,8,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452132000,28,34,2,8,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452139200,16,36,4,10,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452142800,50,136,10,10,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452117600,216,169,3,5,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452153600,577,1295,32,44,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452150000,411,852,33,28,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452157200,373,830,33,40,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452160800,341,545,38,34,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452164400,335,401,27,25,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452168000,371,399,32,29,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452146400,231,433,9,13,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452178800,800,541,31,36,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452121200,109,116,2,1,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452175200,520,483,25,29,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452182400,822,532,32,24,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452186000,1074,576,25,35,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452189600,818,551,16,22,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452193200,454,470,17,18,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452171600,523,466,27,38,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452196800,351,307,9,10,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452200400,272,248,8,9,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452204000,215,184,5,4,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452207600,118,117,1,2,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452211200,88,62,3,2,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452214800,29,35,0,1,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452218400,27,36,1,8,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452222000,28,31,8,11,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452225600,25,37,3,14,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452240000,485,1253,28,43,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452236400,391,849,31,33,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452247200,349,496,34,32,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452250800,368,438,34,34,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452254400,398,424,13,25,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452243600,387,761,36,39,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452229200,56,126,10,3,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452265200,889,617,32,36,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452261600,710,536,23,31,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452268800,940,585,23,31,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452272400,836,558,12,21,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452276000,715,571,12,14,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452279600,614,515,11,12,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452283200,424,383,7,11,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452258000,732,523,28,31,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452294000,302,169,5,4,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452290400,214,229,6,8,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452297600,148,112,1,2,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452301200,60,83,0,6,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452304800,69,60,3,7,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452308400,36,34,1,7,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452312000,29,48,4,14,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452232800,200,431,7,21,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452319200,92,159,6,12,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452322800,182,113,9,4,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452326400,160,165,14,5,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452333600,274,309,8,5,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452337200,317,359,7,11,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452330000,191,221,6,13,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452315600,84,71,2,9,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452344400,413,444,4,10,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452348000,441,490,5,10,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452355200,408,442,7,3,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452351600,517,440,5,2,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452358800,453,407,2,6,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452362400,414,347,1,6,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452366000,303,399,1,5,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452369600,262,275,4,3,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452373200,221,211,2,0,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452286800,242,283,7,3,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452340800,375,409,1,6,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452376800,153,145,0,1,Riegelsberg,SL,A,1,49.31428449,6.96992452
183,1452380400,200,127,1,3,Riegelsberg,SL,A,1,49.31428449,6.96992452
182,1451865600,56,56,4,1,Holz,SL,A,1,49.32787027,6.99875523
182,1451869200,23,37,1,6,Holz,SL,A,1,49.32787027,6.99875523
182,1451872800,19,22,1,2,Holz,SL,A,1,49.32787027,6.99875523
182,1451876400,16,14,3,3,Holz,SL,A,1,49.32787027,6.99875523
182,1451880000,17,23,6,6,Holz,SL,A,1,49.32787027,6.99875523
182,1451883600,53,139,11,9,Holz,SL,A,1,49.32787027,6.99875523
182,1451887200,206,361,6,11,Holz,SL,A,1,49.32787027,6.99875523
182,1451890800,388,817,18,20,Holz,SL,A,1,49.32787027,6.99875523
182,1451894400,559,1115,19,29,Holz,SL,A,1,49.32787027,6.99875523
182,1451898000,343,610,21,22,Holz,SL,A,1,49.32787027,6.99875523
182,1451901600,304,401,19,19,Holz,SL,A,1,49.32787027,6.99875523
182,1451905200,288,350,23,21,Holz,SL,A,1,49.32787027,6.99875523
182,1451908800,317,341,21,29,Holz,SL,A,1,49.32787027,6.99875523
182,1451912400,377,405,18,30,Holz,SL,A,1,49.32787027,6.99875523
182,1451916000,471,399,19,30,Holz,SL,A,1,49.32787027,6.99875523
182,1451919600,646,416,12,21,Holz,SL,A,1,49.32787027,6.99875523
182,1451923200,705,420,14,26,Holz,SL,A,1,49.32787027,6.99875523
182,1451926800,905,514,15,16,Holz,SL,A,1,49.32787027,6.99875523
182,1451930400,724,436,6,18,Holz,SL,A,1,49.32787027,6.99875523
182,1451934000,466,299,4,3,Holz,SL,A,1,49.32787027,6.99875523
182,1451937600,258,221,2,9,Holz,SL,A,1,49.32787027,6.99875523
182,1451941200,196,194,4,3,Holz,SL,A,1,49.32787027,6.99875523
182,1451944800,147,124,8,5,Holz,SL,A,1,49.32787027,6.99875523
182,1451948400,209,91,4,3,Holz,SL,A,1,49.32787027,6.99875523
182,1451952000,56,36,2,6,Holz,SL,A,1,49.32787027,6.99875523
182,1451955600,25,23,3,4,Holz,SL,A,1,49.32787027,6.99875523
182,1451959200,16,24,0,6,Holz,SL,A,1,49.32787027,6.99875523
182,1451962800,20,25,3,9,Holz,SL,A,1,49.32787027,6.99875523
182,1451966400,15,20,5,9,Holz,SL,A,1,49.32787027,6.99875523
182,1451970000,45,122,10,5,Holz,SL,A,1,49.32787027,6.99875523
182,1451973600,198,367,8,12,Holz,SL,A,1,49.32787027,6.99875523
182,1451977200,381,810,23,28,Holz,SL,A,1,49.32787027,6.99875523
182,1451980800,534,1154,28,28,Holz,SL,A,1,49.32787027,6.99875523
182,1451984400,369,688,37,36,Holz,SL,A,1,49.32787027,6.99875523
182,1451988000,328,446,23,23,Holz,SL,A,1,49.32787027,6.99875523
182,1451991600,288,344,15,31,Holz,SL,A,1,49.32787027,6.99875523
182,1451995200,319,340,22,30,Holz,SL,A,1,49.32787027,6.99875523
182,1451998800,377,403,16,26,Holz,SL,A,1,49.32787027,6.99875523
182,1452002400,466,386,16,31,Holz,SL,A,1,49.32787027,6.99875523
182,1452006000,684,418,24,24,Holz,SL,A,1,49.32787027,6.99875523
182,1452009600,742,454,21,32,Holz,SL,A,1,49.32787027,6.99875523
182,1452013200,918,537,7,21,Holz,SL,A,1,49.32787027,6.99875523
182,1452016800,737,512,9,20,Holz,SL,A,1,49.32787027,6.99875523
182,1452020400,486,354,4,13,Holz,SL,A,1,49.32787027,6.99875523
182,1452024000,293,248,8,8,Holz,SL,A,1,49.32787027,6.99875523
182,1452027600,218,201,8,8,Holz,SL,A,1,49.32787027,6.99875523
182,1452031200,155,140,2,4,Holz,SL,A,1,49.32787027,6.99875523
182,1452034800,228,104,2,4,Holz,SL,A,1,49.32787027,6.99875523
182,1452038400,61,44,2,4,Holz,SL,A,1,49.32787027,6.99875523
182,1452042000,30,20,2,2,Holz,SL,A,1,49.32787027,6.99875523
182,1452045600,21,27,2,7,Holz,SL,A,1,49.32787027,6.99875523
182,1452049200,13,26,2,11,Holz,SL,A,1,49.32787027,6.99875523
182,1452052800,21,27,3,13,Holz,SL,A,1,49.32787027,6.99875523
182,1452056400,32,132,8,8,Holz,SL,A,1,49.32787027,6.99875523
182,1452060000,202,367,10,15,Holz,SL,A,1,49.32787027,6.99875523
